main_category,sub_category,businessName,reviewPageName,stars,trustScore,numberOfReviews,logoUrl,address,city,zipCode,country,website,email,phone,category_data
Animals & Pets,Animal Health,BetterVet,bettervet.com,4.5,4.6,223,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6266264f3965f59c10b1eb9a/198x149.png,60 Massachusetts Ave,Boston,02115,United States,https://bettervet.com,support@bettervet.com,(888) 788-1165,"{'category_1_name': 'Veterinary Pharmacy', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Steampunk Farms Rescue Barn,steampunkfarms.us,4.5,4.6,32,//s3-eu-west-1.amazonaws.com/tpd/screenshots/65d563de8261c625e63b9453/198x149.png,36013 Old Wilson Rd,Ranchita,92066,United States,http://steampunkfarms.us,steampunkfarms@gmail.com,,{'category_1_name': 'Animal Rescue Service'}
Animals & Pets,Animal Health,Big Cypress German Shepherd Rescue,www.saveagermanshepherd.org,4.5,4.6,31,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/626297cab5f1fbd1ead9b0e3/198x149.png,,Naples,,United States,http://www.saveagermanshepherd.org,Adopt@saveagermanshepherd.org,,{'category_1_name': 'Animal Rescue Service'}
Animals & Pets,Animal Health,PangoVet,pangovet.com,4.5,4.6,18,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/666159747b73a6dceedae14a/198x149.png,"2999 Douglas Blvd., Suite 180M",Roseville,95661,United States,https://pangovet.com,contact@pangovet.com,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Dogtor Box,dogtorbox.com,4.5,4.5,22,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/65c2d1e4743169f267df470e/198x149.png,7649 Golf Channel Dr,Orlando,32819,United States,https://dogtorbox.com,contact@dogtorbox.com,(800) 418-0238,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian', 'category_3_name': 'Animal Feed Store', 'category_4_name': 'Pet Supply Store', 'category_5_name': 'Vitamin and Supplements Store'}"
Animals & Pets,Animal Health,Champkennel,champkennel.com,4.5,4.5,21,//s3-eu-west-1.amazonaws.com/tpd/screenshots/600e044f5416e400011ed408/198x149.png,"Los Angeles, California ",Los Angeles,90014,United States,http://champkennel.com,info@champkennel.com,+14106569492,"{'category_1_name': 'Dog Walker', 'category_2_name': 'Pet Adoption Service', 'category_3_name': 'Dog Breeder', 'category_4_name': 'Animal Rescue Service', 'category_5_name': 'Pet Store'}"
Animals & Pets,Animal Health,VetBilling,vetbilling.com,4.5,4.5,16,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/63b4e25aacde6c1b254a492a/198x149.png,PO Box 245,Timonium,21094,United States,http://vetbilling.com,info@vetbilling.com,800-766-1918,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Payment Service', 'category_4_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,"My Buddies Place, Inc.",stagingmybuddiesplace.azurewebsites.net,4.5,4.5,13,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5ddcfdcad5594d0001d6f7e7/198x149.png,,,,United States,http://stagingmybuddiesplace.azurewebsites.net,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Dog Walker', 'category_3_name': 'Dog Trainer', 'category_4_name': 'Pet Sitter', 'category_5_name': 'Pet Groomer', 'category_6_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Canine HealthCheck,caninehealthcheck.com,4.5,4.3,249,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5dfec7a40f8ee600014e06d0/198x149.png,220 E Rowan Ave Suite 220,Spokane,99207,United States,http://caninehealthcheck.com,Info@CanineHealthCheck.com,509-483-5950,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,CoVet,co.vet,4,4.2,13,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/67afa7e521d7cd3d58caa571/198x149.png,2261 Market Street,San Francisco,94114,United States,http://co.vet,support@co.vet,1 (888) 530-7879,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Audio Transcription Service'}"
Animals & Pets,Animal Health,Codapet,codapet.com,4,4.2,6,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6442610ecc711302b346746e/198x149.png,1639 N Fresno St. Fresno CA 93703,Fresno,CA 93703,United States,https://www.codapet.com/,marketing@codapet.com,1-833-263-2738,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Mosaictileoutlet,www.mosaictileoutlet.com,4,4.1,6,,,,,United States,http://www.mosaictileoutlet.com,,,{'category_1_name': 'Animal Hospital'}
Animals & Pets,Animal Health,Greatvet,www.greatvet.com,4,4.1,5,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5f189c2231170c0001d7d55c/198x149.png,106 apple street,Tinton Falls,07724,United States,https://greatvet.com,elyse@greatvet.com,7325309111,{'category_1_name': 'Animal Hospital'}
Animals & Pets,Animal Health,Ortho Vet,www.orthovet.com,4,4.1,5,//s3-eu-west-1.amazonaws.com/tpd/screenshots/622940a4224119b3fb154750/198x149.png,,,,United States,http://www.orthovet.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Vetrelieve,vetrelieve.com,4,4,4,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/64edd058835da6f72d058bdb/198x149.png,,,,United States,http://vetrelieve.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Supply Store'}"
Animals & Pets,Animal Health,RealESALetter,realesaletter.com,4,4,4,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5dea098431cfbb0001403c34/198x149.png,1413 HWY 17S 1320,Surfside Beach,29575,United States,https://www.realesaletter.com,info@realesaletter.com,8003720148,"{'category_1_name': 'Dog Trainer', 'category_2_name': 'Psychiatrist', 'category_3_name': 'Animal Shelter', 'category_4_name': 'Veterinarian'}"
Animals & Pets,Animal Health,"High Alert Institute, Inc.",highalertinstitute.org,4,4,3,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/62d779fe940e00747d41805c/198x149.png,,,,United States,http://www.highalertinstitute.org,,,"{'category_1_name': 'Research and Product Development', 'category_2_name': 'Consultant', 'category_3_name': 'Animal Shelter', 'category_4_name': 'Environmental Renewable Natural Resources', 'category_5_name': 'Animal Protection Organization'}"
Animals & Pets,Animal Health,bigbarker.com,bigbarker.com,4,4,3,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5fce57c3aaccf500018587f6/198x149.png,,,,United States,http://bigbarker.com,,,"{'category_1_name': 'Furniture Store', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pet Store', 'category_4_name': 'Pet Supply Store'}"
Animals & Pets,Animal Health,Ветеринар24,ветеринар24.москва,4,4,3,,,,,United States,http://ветеринар24.москва,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Chalklandvets,chalklandvets.com,4,4,3,,,,,United States,http://chalklandvets.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,lapoflove.com,lapoflove.com,4,3.9,6,//s3-eu-west-1.amazonaws.com/tpd/screenshots/6168c324031d6c001de75f76/198x149.png,,,,United States,http://lapoflove.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Swanbridgevets,swanbridgevets.com,4,3.8,8,,,,,United States,http://swanbridgevets.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Medrm,medrm.online,4,3.8,4,,,,,United States,http://medrm.online,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,F.R.I.E.N.D.S.,www.eiahorses.org,4,3.8,3,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5e9cf766ce73d40001f23335/198x149.png,Northeast 65th Court 1840,Fort Lauderdale,33308,United States,http://www.eiahorses.org,,,"{'category_1_name': 'Volunteer Organization', 'category_2_name': 'Animal Rescue Service', 'category_3_name': 'Non-Profit Organization'}"
Animals & Pets,Animal Health,Helpingwings,helpingwings.org.au,4,3.8,2,,,,,United States,http://helpingwings.org.au,,,{'category_1_name': 'Animal Rescue Service'}
Animals & Pets,Animal Health,americanpetco.com,americanpetco.com,4,3.8,2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/62a97ea57d2c8bcd3910f888/198x149.png,,,,United States,http://americanpetco.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Moving Service', 'category_3_name': 'Pet Store'}"
Animals & Pets,Animal Health,aminavast,aminavast.com,4,3.8,2,,,,,United States,http://aminavast.com,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,PawPlacer,pawplacer.com,4,3.8,2,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/67a4fb4421d7cd3d58c986eb/198x149.png,,,,United States,https://www.pawplacer.com,contactus@pawplacer.com,,"{'category_1_name': 'Animal Rescue Service', 'category_2_name': 'Animal Shelter', 'category_3_name': 'Foster Care Service'}"
Animals & Pets,Animal Health,Lakeviewcaninescanningservices,lakeviewcaninescanningservices.com,4,3.8,2,,,,,United States,http://lakeviewcaninescanningservices.com,,,"{'category_1_name': 'Pet Groomer', 'category_2_name': 'Pet Store', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Budgetvetcare,budgetvetcare.com,3.5,3.7,32,//s3-eu-west-1.amazonaws.com/tpd/screenshots/61a7f31905840a2f70d2e12b/198x149.png,,,,United States,http://budgetvetcare.com,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Pet Supply Store', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Remedy Hut,remedyhut.com,3.5,3.7,17,//s3-eu-west-1.amazonaws.com/tpd/screenshots/51b7ebe900006400053a88fe/198x149.png,,,,United States,http://remedyhut.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Wellness Center', 'category_3_name': 'Skin Care Clinic', 'category_4_name': 'Pharmacy', 'category_5_name': 'Fitness and Nutrition Service'}"
Animals & Pets,Animal Health,Puppies Golden Doodle,puppiesgoldendoodle.com,3.5,3.7,3,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/606c3058e4e9380001dac26d/198x149.png,"15518 Waverly Dr, Texas   United States",Houston,77032,United States,https://puppiesgoldendoodle.com,info@puppiesgoldendoodle.com,,"{'category_1_name': 'Pet Adoption Service', 'category_2_name': 'Pet Trainer', 'category_3_name': 'Pet Store', 'category_4_name': 'Pet Supply Store', 'category_5_name': 'Animal Shelter'}"
Animals & Pets,Animal Health,Bayne Mobile Veterinary Services,baynevet.com,3.5,3.7,2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5b2a7976d401b200015d22f3/198x149.png,,Rochester,,United States,http://baynevet.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Dr. Treat,www.drtreat.com,3.5,3.7,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/640f56b77d6554a857261717/198x149.png,1898 Union St,San Francisco,94123,United States,http://www.drtreat.com,hello@drtreat.com,415-741-5890,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Madison Pet Clinic,madisonpetclinic.com,3.5,3.7,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e1e928f5f4ef700013a20f7/198x149.png,South Madison Street 1631,Webb City,64870,United States,http://madisonpetclinic.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,Visbiomevet,visbiomevet.com,3.5,3.7,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/631363dfb64886df9d455b04/198x149.png,,,,United States,http://visbiomevet.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store'}"
Animals & Pets,Animal Health,Dyrlaegedirekte,dyrlaegedirekte.eu,3.5,3.7,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/6575f9abfa8c7e8d395fb671/198x149.png,,,,United States,http://dyrlaegedirekte.eu,,,"{'category_1_name': 'Animal Feed Store', 'category_2_name': 'Pet Store', 'category_3_name': 'Pet Supply Store', 'category_4_name': 'Veterinarian'}"
Animals & Pets,Animal Health,VEG,veg.com,3.5,3.7,1,,,,,United States,http://veg.com,,,{'category_1_name': 'Emergency Veterinarian Service'}
Animals & Pets,Animal Health,Meganslandingvet,meganslandingvet.com,3.5,3.7,1,,,,,United States,http://meganslandingvet.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Nine Mile Veterinary Group,ninemilevets.co.uk,3.5,3.7,1,,,,,United States,http://ninemilevets.co.uk,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Animal Hospital', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Animalhospitalofcloverdale,www.animalhospitalofcloverdale.com,3.5,3.7,1,,,,,United States,http://www.animalhospitalofcloverdale.com,,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian', 'category_3_name': 'Emergency Veterinarian Service'}"
Animals & Pets,Animal Health,SIGNS NA,en.petbysigns.com,3.5,3.7,1,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/67c80e6f8052d8590f2d76b1/198x149.png,"4050 Pensylvania Ave, STE 115 #26",Kansas City ,64111-3041,United States,https://en.petbysigns.com/us,support-na@signs-labs.com,(855) 280-1182,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Store', 'category_3_name': 'Pet Supply Store'}"
Animals & Pets,Animal Health,Mypetsanimalhospital,www.mypetsanimalhospital.com,3.5,3.7,1,,,,,United States,http://www.mypetsanimalhospital.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Broadwayvetgroup,www.broadwayvetgroup.co.uk,3.5,3.7,1,,,,,United States,http://www.broadwayvetgroup.co.uk,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Emergency Veterinarian Service', 'category_3_name': 'Animal Hospital'}"
Animals & Pets,Animal Health,Cotwinsveterinarycare,cotwinsveterinarycare.com,3.5,3.7,1,,,,,United States,http://cotwinsveterinarycare.com,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,etownanimalhospital.vetstreet.com,etownanimalhospital.vetstreet.com,3.5,3.7,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/622f44e6535b43c191ffbd4e/198x149.png,,,,United States,http://etownanimalhospital.vetstreet.com,,,"{'category_1_name': 'Emergency Veterinarian Service', 'category_2_name': 'Animal Hospital', 'category_3_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Theexoticvet,theexoticvet.com,3.5,3.7,1,,,,,United States,http://theexoticvet.com,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Scribvet - AI Veterinarian Scribe,scribvet.com,3.5,3.7,1,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/6791e139bce3dea909a8bb5f/198x149.png,,,,United States,http://scribvet.com,contact@scribvet.com,,"{'category_1_name': 'Software Company', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Mariendal,mariendal.net,3.5,3.7,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/602fad0ebd6e8b0001bb5b9a/198x149.png,,,,United States,http://mariendal.net,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Slovgen,slovgen.sk,3.5,3.7,1,,,,,United States,http://slovgen.sk,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,pharmanimal.com,pharmanimal.com,3.5,3.6,24,//s3-eu-west-1.amazonaws.com/tpd/screenshots/60cf632b2347070001519b15/198x149.png,,,,United States,http://pharmanimal.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Supply Store', 'category_3_name': 'Pet Store'}"
Animals & Pets,Animal Health,County Animal Shelter,countyanimalshelter.com,3.5,3.6,8,//s3-eu-west-1.amazonaws.com/tpd/screenshots/60229712c0f73e00011db195/198x149.png,,,,United States,https://www.countyanimalshelter.com/,support@countyanimalshelter.com,,"{'category_1_name': 'Animal Rescue Service', 'category_2_name': 'Animal Control Service', 'category_3_name': 'Animal Protection Organization', 'category_4_name': 'Pet Adoption Service', 'category_5_name': 'Animal Shelter'}"
Animals & Pets,Animal Health,Larimer County Humane Society,www.larimerhumane.org,3.5,3.6,1,//s3-eu-west-1.amazonaws.com/tpd/screenshots/600c4010fa19500001146ed8/198x149.png,,,,United States,http://www.larimerhumane.org,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Veterinarian'}"
Animals & Pets,Animal Health,Donaldsonsvets,donaldsonsvets.co.uk,3.5,3.5,34,,,,,United States,http://donaldsonsvets.co.uk,,,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,fr.virbac.com,fr.virbac.com,3.5,3.5,2,//s3-eu-west-1.amazonaws.com/tpd/screenshots/600099686c9e5f0001eff2ab/198x149.png,,,,United States,http://fr.virbac.com,,,"{'category_1_name': 'Veterinarian', 'category_2_name': 'Pet Supply Store', 'category_3_name': 'Pet Store'}"
Animals & Pets,Animal Health,Jones Animal Hospital,www.santamonicavet.com,0,3.5,0,,1708 17th St,Santa Monica,90404,United States,http://www.santamonicavet.com,,(310) 477-4400,{'category_1_name': 'Veterinarian'}
Animals & Pets,Animal Health,Weforanimals,www.weforanimals.com,0,3.5,0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4a6d0f3200006400050465f5/198x149.png,,,,United States,http://www.weforanimals.com,,,"{'category_1_name': 'Pet Store', 'category_2_name': 'Animal Rescue Service'}"
Animals & Pets,Animal Health,Mayerspuppiesfarm,mayerspuppiesfarm.com,0,3.5,0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5f80e89bce4fa10001ec69b1/198x149.png,,,,United States,http://mayerspuppiesfarm.com,,,"{'category_1_name': 'Animal Shelter', 'category_2_name': 'Pet Store', 'category_3_name': 'Community Health Centre', 'category_4_name': 'Community School', 'category_5_name': 'Community College', 'category_6_name': 'Gift Shop'}"
Animals & Pets,Animal Health,Wikipedia,cs.wikipedia.org,0,3.5,0,//s3-eu-west-1.amazonaws.com/tpd/screenshots/608e29f1377e490001768460/198x149.png,,,,United States,http://cs.wikipedia.org,,,"{'category_1_name': 'Farm Shop', 'category_2_name': 'Animal Shelter'}"
Animals & Pets,Animal Health,Fuzzy,yourfuzzy.com,3.5,3.4,338,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/5d28d172425ef6000107854f/198x149.png,160 Spear St,San Francisco,94105,United States,http://fuzzy.com,help@yourfuzzy.com,,"{'category_1_name': 'Animal Hospital', 'category_2_name': 'Veterinarian', 'category_3_name': 'Pet Supply Store', 'category_4_name': 'Pet Trainer'}"
